,Tweets,Subjectivity,Polarity,Analysis
1395,"Relax Bhakts.. It's just a Trend. 😂😂😂

पहला_टीका_मोदी_को CovidVaccine COVID19 CoronavirusStrain CovidVaccine ",0.0,0.0,Neutral
1396,"Beginning of the end of covid pandemic.
COVID19 CovidVaccine vaccinations VaccinesSaveLives 
IndiaFightsCorona… ",0.0,0.0,Neutral
1397,2nd Dose on board. CovidVaccine ,0.0,0.0,Neutral
1398,Disneyland vaccinationCovid Def wish I could go! CovidVaccine ,0.0,0.0,Neutral
1399,"More COVID-19 Vaccines Arrive To Simcoe Muskoka Long-Term Care And Retirement Homes  
News… ",0.5,0.5,Positive
1400,"If true, bad news for many countries relying on CoronaVac.

Also for China as it makes me wonder whether (at least… ",0.6055555555555555,0.050000000000000044,Positive
1401,Modi should take the first vaccine shot in order to infuse confidence in the minds of the people of nation....… ,0.3333333333333333,0.25,Positive
1402,NAU Regents' Professor Paul Keim comments on how mutations of the COVID-19 virus are evolving may affect the future… ,0.0,0.0,Neutral
1403,"After the grand success of पहला_टीका_मोदी_को Modiji present पहला_टीका_आडवाणी_को
CoronaVaccine CovidVaccine… ",0.3333333333333333,0.26666666666666666,Positive
1404,"Y'all does the number 31314 ring a bell?? If yes tell us when, why and how....
Koko 
WhatsApp
LinkYourNINwithMTN… ",0.0,0.0,Neutral
1405,Opinion:  tells us about being in a PCN that had to cancel patients' second CovidVaccine doses for three wee… ,0.0,0.0,Neutral
1406,OMG 😂😂💀💀💀💀 WE GOT THIS UK!!!   coronavirus CovidVaccine COVID19,0.0,0.0,Neutral
1407,"It’s an exciting day today at our first patient COVIDvaccine clinic!
 
Thank you to everyone who continues to work… ",0.5666666666666667,0.30625,Positive
1408,Those who oppose CovidVaccine Modi Govt will be vaccinated like this.😁😜  ,0.0,0.0,Neutral
1409,Are healthcare workers excited or terrified about the vaccine? Join us live at 9pm to find out and participate in t… ,0.625,0.2556818181818182,Positive
1410,As we discuss white supremacy and censorship in the US let’s not forget what the world knows: US Capitalists &amp; its… ,0.0,0.0,Neutral
1411,I get a jolt of happiness as the reports from the healthcare professionals I work with come in with the news they h… ,0.2,0.7,Positive
1412,Re started using ICICIBank debit card 💳 समझें 😛😛COVID19 CovidVaccine covidpackage to Nahi mila by ,0.0,0.0,Neutral
1413," If 50 out of 50 states are having trouble administering the vaccine, any chance they need help? Any cha… ",0.2,-0.2,Negative
1414,Had my Covid Vaccine today 💉💪🏻 _Care thank you for such a simple process! Anxious as still breastfeeding but… ,0.6190476190476191,-0.08333333333333333,Negative
1415,Frontline essential workers at the Stockley Center in Georgetown have started receiving COVID-19 vaccinations.  Sto… ,0.2,-0.05,Negative
1416,"Dr. Chris Johnston, our chief medical officer, leading by example by getting the COVIDvaccine. ""I have read hundre… ",0.0,0.0,Neutral
1417,"H-E-B pharmacies are among those receiving COVID-19 vaccines, and the Texas grocery chain has opened an online sche… ",0.0,0.0,Neutral
1418,Polis provides COVID-19 update  via . Colorado COVIDVaccination CovidVaccine… ,0.0,0.0,Neutral
1419,"Tomorrow is the day.. learn more to educate better _Connect 
CovidVaccine COVID19 ",0.5,0.5,Positive
1420,The parents were vaccinated with the  CovidVaccine today. Deepest gratitude to ,0.0,0.0,Neutral
1421,"I'd go get the jab at 8pm or 2am if required and I suspect so would a hell of a lot of other people. 

The… ",0.375,-0.125,Negative
1422,I got the second dose of my covidvaccine today! So grateful.  Thank you to all those helping us to get out of this… ,0.0,0.0,Neutral
1423," We need to make sure that not only is there CovidVaccine  available for everyone, but that the vas… ",0.762962962962963,0.3,Positive
1424,  SoundsGood 2 put the additional Truth out there that (we are) I amwriting also a… ,0.0,0.0,Neutral
1425,I will take the vaccine as soon I get the opportunity. I have 1000% confidence and capability of our scientist and… ,0.0,0.0,Neutral
1426,"Denmark Plans to Introduce ‘Vaccine Passports’ for Travelers Soon

To More :- 

COVID19… ",0.5,0.5,Positive
1427,First dose received. pfizer cuh covidvaccine hope ,0.3333333333333333,0.25,Positive
1428,"Congratulations and Thanks to Shri  ji,  ji,  ji and all employees of th… ",0.2,0.2,Positive
1429,"Do you intend to take the COVID-19 vaccine when it gets to you?
Axocheck HealthTech  CoronavirusVaccine CovidVaccine",0.0,0.0,Neutral
1430,"Imagine, a fleet of vans delivering the most precious packages for us.

And instead of Amazon logo, it has the imag… ",0.75,0.5,Positive
1431,5 hours post Pfizer CovidVaccine 2: Arm soreness and a headache. Time for a quick nap before didactic half day.… ,0.48888888888888893,-0.11111111111111112,Negative
1432,Forced sterilizations of Black women continue to happen. Black women and children are undermedicated for pain. Blac… ,0.35555555555555557,-0.2111111111111111,Negative
1433,PritiVacant blames the public rather than take any responsibility for COVID19 spreading because of government inc… ,0.06666666666666667,0.0,Neutral
1434,Covid not bouta be my baby daddy I gots da protection 😂🩸💉💉 CovidVaccine ,0.0,0.0,Neutral
1435,Why don’t they roll out the flujab in addition to CovidVaccine ? Hear me out.,0.0,0.0,Neutral
1436,CovidVaccine Each participant brings us one step closer! Thank you for all you are doing to help our researchers s… ,0.0,0.0,Neutral
1437,Just a small something on how my day went on today! CovidVaccine COVIDVaccination VaccinesSaveLives… ,0.4,-0.3125,Negative
1438,"First time in history, Union Budget 2021 to be paperless.

Also,
The traditional 'Halwa' ceremony is not likely to… ",0.6944444444444443,0.08333333333333333,Positive
1439,"This is called success! 

Once upon a time fighting with government for reputation, and today making them rely on o… ",0.0,0.375,Positive
1440,"

 talks about Covishield prices and deliveries 

CovishieldVaccine… ",0.0,0.0,Neutral
1441,"New ProSci Blog! N Engl J Med reported the durability of immunity response of the SARSCoV2 vaccine, mRNA-1273
(… ",0.45454545454545453,0.17045454545454544,Positive
1442,2nd dose of the CovidVaccine in. Come on immune system! VaccinesSaveLives  ,0.0,0.0,Neutral
1443,"Our leader Ouafa, also a Muslim Chaplin at St Mary's Hospital, received CovidVaccine Today. Here's she sharing her… ",0.0,0.0,Neutral
1444,"US asking states to speed vaccine delivery, not hold back 2nd dose    CovidVaccine  ",0.0,0.0,Neutral
1445,"24 hours later, only a sore arm like other vaccines/boosters CovidVaccine ",0.4583333333333333,-0.041666666666666664,Negative
1446,Officially a covid vaccinator 😁  CovidVaccine,0.0,0.0,Neutral
1447,Why has PM Modi not gone live on camera and vaccinated himself When all other country heads have done to promote Va… ,0.4375,0.005681818181818177,Positive
1448,I believe that one day CovidVaccine COVIDVaccination will be included in Universal Immunization Programme (Freely… ,0.0,0.0,Neutral
1449,Governor Baker provides update on COVID-19 vaccinations for first responders     MassDPH… ,0.3333333333333333,0.25,Positive
1450,We miss pre-insurrection days where all we had to worry about was an incredibly contagious and deadly virus that ha… ,0.65,0.35,Positive
1451,"Taxpayers, not centre, to bear full cost of Phase 1 Vaccination. vaccinerollout Covidshield CovidVaccine ",0.55,0.35,Positive
1452,Cyber attackers leaked CovidVaccine data after EU attack . This is good news! Thank you to our EssentialHackers,0.6000000000000001,0.875,Positive
1453,"California VaccineStrategy COVID19 
Region Two, including SanFrancisco and environs:
population: 8,825,916 (appr… ",0.0,0.0,Neutral
1454,HA! 3 months ago teachers were so important and parents were begging for schools to reopen. Now teachers are being… ,1.0,0.4,Positive
1455,"ah fuck Maryland has confirmed 2 cases of the UK strain

listen Safeways and CVS's and Walgreens if you have vaccin… ",0.8,0.0,Neutral
1456,"We were able to get my parents, father in-law, and two grandmothers the CovidVaccine today! So grateful to… ",0.625,0.625,Positive
1457,Nature of technology is to build on the prior accomplishments: CovidVaccine was developed fast because we have ma… ,0.3,0.10000000000000002,Positive
1458,ID Care infectious disease specialist Dr. Rohit Bhalla knows that ThisIsOurShot at beating COVID-19. When it’s you… ,0.0,0.0,Neutral
1459,"This Mutation means the CovidVaccine is not working like it should, this on top of it spreading far easier and aff… ",0.75,0.3,Positive
1460,We have so many idiots in this nation and world for that matter that they will consider to do this Virus's work for… ,0.65,-0.15000000000000002,Negative
1461,We need to immediately vaccinate all Democrats as a test trial. Since they’re progressive it only makes sense they… ,1.0,0.0,Neutral
1462,Trump shouldn’t have rejected the blame for the riot he should have embraced it and told the American people that V… ,0.0,0.0,Neutral
1463,"DeSantis press conference here in Niceville today. 

DeathSantis
CovidVaccine 
Florida 

",0.0,0.0,Neutral
1464,Will  as Chokidhar of the country take COVIDVaccination will he infuse faith in CovidVaccine will he?… ,0.0,0.0,Neutral
1465,"_by_two Just informing....Big Business houses like Ambani, Adani's are paying more txes n contributing for indi… ",0.5,0.5,Positive
1466, Trudeau Government: Turns down 16m of the easier to deploy moderna vaccine. Purchases 20m of the hard to d… ,0.41527777777777775,-0.22361111111111115,Negative
1467,What Role Will the PatientPortal Play in COVID19 Vaccine Efforts? |  HealthIT COVIDVaccine PatientEngagement,0.0,0.0,Neutral
1468,"Curious about COVIDVaccine rollout?
 
At the risk of losing your morning productivity to fascinated clicking, chec… ",1.0,-0.1,Negative
1469,The COVID Vaccine Won’t Change My Life Much by   Covidー19 Pandemic CovidVaccine Masks,0.2,0.2,Positive
1470,"Border Closure Extended For The Tenth Time 🙏🏽❌
.
BordersClosed USA Canada bridge COVID19 coronavirus… ",0.0,0.0,Neutral
1471,"Your perfume is your second attire👔

  

SocialMedia marketing socialmediamarketing… ",0.0,0.0,Neutral
1472,"Don't miss the _gm health hour panel discussion on the CovidVaccine this Saturday.

Book your place at… ",0.0,0.0,Neutral
1473,"For Seniors 65+ interested in a COVID-19 vaccine,  is offering appointments at  for this F… ",0.5,0.25,Positive
1474,Breaking  Herd Immunity CovidVaccine COVID19 NYM LGM NYC  … ,0.0,0.0,Neutral
1475,"The gold standard for CovidVaccine rollout:

* Well-designed NATIONAL PLAN coordinated w/ states
* AMPLY FUNDED, i… ",0.0,0.0,Neutral
1476,Pfizer could withdraw vaccine supply from Quebec if two-dose schedule not followed: Legault  ,0.0,0.0,Neutral
1477,"We align with  &amp;  regarding the COVIDvaccine and pregnancy. Amy McEntaffer, MD, and OB/GYN, says ""Ther… ",0.0,0.0,Neutral
1478,"Second dose ✅ pfizervaccine covidvaccine

I don’t even know where to begin with gratitude for how far we have com… ",0.5,0.05,Positive
1479,When the Trump administration realizes they’re about to be upstaged by Biden’s Covid response they step up vaccine… ,0.0,0.0,Neutral
1480,Where will people get tested now? Will other places increase testing? dodgerstadium Dodgers to transform into… ,0.375,-0.125,Negative
1481,Such a milestone! Brilliant work by the whole ONE TEAM _LTD and a big thank you to nurses at Roxton medical pr… ,0.4,0.22000000000000003,Positive
1482,"COVID19 vaccine is here &amp;  are starting its roll out across the Country. 
👉Right now, we need to keep our… ",0.1,0.0,Neutral
1483,"Tell your parents, grandparents, neighbors, loved ones, and patients!! Get vaccinated!! 🥳🥳 CovidVaccine ",0.8,1.0,Positive
1484,Want to know more about the COVID19 vaccines from a trusted source ? Check out these short TikTok videos… ,0.4,0.25,Positive
1485,"Me: *Gets vaccine*
Everybody: Omg you’re going to turn into a zombie omg you’re gonna die 😐
CovidVaccine",0.0,0.0,Neutral
1486,"Hey family docs, we know you have many q’s about the CovidVaccine 

Check out the recording of last week’s session… ",0.2833333333333333,0.25,Positive
1487,"Low-risk employees at elite research hospitals received Covid19 vaccine, contrary to federal and state guidelines… ",0.0,0.0,Neutral
1488, But we have to ensure flow of manufacture and distribution so disruptions and bottlenecks don't occur. Can… ,0.0,0.0,Neutral
1489,Thank you pm   sir for such a wonderful moneytering CovidVaccine  distribution.,0.75,0.5,Positive
1490,How true is this mara CovidVaccine ,0.65,0.35,Positive
1491,"Doctor Carter Singh, a GP in Nottinghamshire has received his first CovidVaccine at his local hospital. 

He share… ",0.16666666666666666,0.125,Positive
1492,I got my CovidVaccine shot today. 💉🦠 I unbuckled my pants and began to pull them down. As I was turning around and… ,0.2888888888888889,-0.15555555555555559,Negative
1493,I will be happy when every idiot like this is fired from their job and denied access to the CovidVaccine ,0.9,0.0,Neutral
1494,"I was needle-phobic prior to these COVID vaccinations. Now, I’m eagerly awaiting my second dose. My brain is so confused. 😂 CovidVaccine",0.2333333333333333,-0.13333333333333333,Negative
1495,Canada is falling (further) behind... zero national leadership in vaccine crawl-out  cdnpoli… ,0.6,-0.2,Negative
1496,Can’t wait to be live example of adaptive immunity for the MS1s tomorrow  when I teach about B cells… ,0.5,0.13636363636363635,Positive
1497,We're delighted that our first group of individuals and staff have received their CovidVaccine! A fantastic milest… ,0.6444444444444444,0.4708333333333334,Positive
